id,created_at,favorite_count,retweet_count,text
1372491452459155456,2021-03-18 10:13:56,54,29,"The £450 million #BorderlandsGrowthDeal is now signed and underway!  We are working with @scotgov, @CarlisleCC, @CumbriaCC, @dgcouncil, @N_landCouncil, and @scotborders to create jobs and invest in our communities. Find out more: https://t.co/3JZHGVuNJq https://t.co/rFc1J4l0KU"
1372479104562368512,2021-03-18 09:24:52,38,12,More than 25 million people in the UK have now received a #COVID19 vaccine. This is the largest vaccination programme in British history. 🇬🇧 https://t.co/5Fxnxtm92E
1372472845356257286,2021-03-18 09:00:00,8,6,"📅 Join us live at 9:30am (18th March 2021) for the signing 🖊️ of the #BorderlandsGrowthDeal with @scotgov, @CarlisleCC, @CumbriaCC, @dgcouncil, @N_landCouncil, and @scotborders working together to invest £450 million across the Borderlands: https://t.co/2wqjDAwsC5 https://t.co/mdM583V9uQ"
1372227478391988228,2021-03-17 16:45:00,5,4,A further 353 Armed Forces personnel will deploy to locations across Scotland as part of the continuing military support to the testing and vaccine delivery programme: https://t.co/otwgPeOhqW https://t.co/rpD943I1yt
1372223703447113734,2021-03-17 16:30:00,3,3,"The UK Government is providing all COVID-19 testing and test processing outside of the NHS, including 8 drive-through sites, 34 walk-through sites, around 42 mobile units, plus the Glasgow Lighthouse Lab which has processed over 5 million tests.

https://t.co/6Euc596oAi"
1372220040150450178,2021-03-17 16:15:26,23,4,More than 25 million people in the UK have now received a #COVID19 vaccine. This is the largest vaccination programme in British history. 🇬🇧 https://t.co/5leJmy8MxS
1372197585847521283,2021-03-17 14:46:13,13,7,You can now watch a recording of the signing that happened this morning:  https://t.co/KUWmDxsTFZ https://t.co/UT0H4olgq8
1372177146748100609,2021-03-17 13:25:00,3,0,Young people across the UK are showing their creativity for a chance to have it displayed in front of world leaders at @COP26 Glasgow this November. Enter your artwork into the Creative Earth competition: https://t.co/c8Im3vLEx8 #TogetherForOurPlanet https://t.co/ZDHnTBDUDV
1372171957207232513,2021-03-17 13:04:22,12,6,The UK is the first nation in the world to have secured and approved a vaccine against COVID-19 and the UK Government is supplying it to people across the whole country. Find out more: https://t.co/HsDNbIIdIn https://t.co/MAHFuwTjQe
1372140656701755398,2021-03-17 11:00:00,170,42,"🤝 We have more impact when we work together.  🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland combines its resources and influence with the rest of the UK 🇬🇧 to play a leading role in tackling global issues.🌍 #IntegratedReview
https://t.co/DBAjCIbL6G https://t.co/9cLS73xWgw"
1372130358750232577,2021-03-17 10:19:05,45,18,"📢The #IslandsGrowthDeal worth £335 million to Orkney, Shetland and the Outer Hebrides has been signed.🖊️ Find out more: https://t.co/9Yz9TFx2an https://t.co/8Sl3wv983x"
1372124298383613952,2021-03-17 09:55:00,16,9,"The UK Government is supporting Scottish green innovations like Edinburgh-based @CoastrOfficial, who are developing technologies to make the car rental system greener and more sustainable, not only in the UK but around the world @biswroy https://t.co/17g4hCN4sy"
1372117299709284352,2021-03-17 09:27:11,358,101,💪 We are stronger and safer when we work together. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland plays a vital role in the combined defence and security of the UK 🇬🇧.  #IntegratedReview https://t.co/xQjiE6JuRe https://t.co/sgqQzls0dA
1372110460196118531,2021-03-17 09:00:00,13,8,"🗓️ Join us live at 9:30am today to watch the signing of the #IslandsGrowthDeal with @scotgov, @ShetIslandsCll @OrkneyCouncil and @cne_siar, working together to invest £335 million across the islands: https://t.co/ehxrzCnNOk https://t.co/l3gLNsCP9c"
1371865090450919424,2021-03-16 16:45:00,1,1,Visit https://t.co/HM5mX4TMA9 to ask the government a question. It will be asked at a coronavirus press conference if it is selected by an independent polling company. https://t.co/ngSqqSF39Q
1371863401161502721,2021-03-16 16:38:17,53,16,"🤝 We have more impact when we work together.  🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland combines its resources and influence with the rest of the UK 🇬🇧 to play a leading role in tackling global issues.🌍 #IntegratedReview
https://t.co/TNoBoWguJY https://t.co/Lnjq4S6rRv"
1371812242216214534,2021-03-16 13:15:00,0,0,"@DWP has launched JETS in Scotland to help people find their next job.   

JETS is part of #PlanForJobs to ensure more people can get tailored support to help them find work.

To find out more about the scheme visit: https://t.co/IYnnGDs2YF https://t.co/P9X0UY31A1"
1371805803070558209,2021-03-16 12:49:25,279,68,💪 We are stronger and safer when we work together. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland plays a vital role in the combined defence and security of the UK 🇬🇧.  #IntegratedReview https://t.co/I9opwMZO4Q https://t.co/0YtFCQw88D
1371766943766564867,2021-03-16 10:15:00,25,9,"The UK’s Armed Forces are supporting the rollout of coronavirus vaccines across the whole of Scotland, with 130 Army personnel helping Scotland tackle COVID. Find out more about Army support for the NHS: https://t.co/Vys8byzkMv https://t.co/Y1Nqp61ch7"
1371503960775884803,2021-03-15 16:50:00,8,1,Young people across the UK are showing their creativity for a chance to have it displayed in front of world leaders at @COP26 Glasgow this November. Enter your artwork into the Creative Earth competition: https://t.co/c8Im3w3fVI #TogetherForOurPlanet https://t.co/pmDh1IMfHI
