id,created_at,favorite_count,retweet_count,text
1394686379867742211,2021-05-18 16:08:39,0,0,"Yr wythnos hon, siaradodd Ysgrifennydd Gwladol Cymru @Simonhartmp mewn digwyddiad rhithwir a gynhaliwyd gan @IoH_Online lle canolbwyntiodd ar y cymorth sydd ar gael i'r sector yng Nghymru i adeiladu'n ôl yn well yn dilyn pandemig #COVID19. https://t.co/BwlPZGNVph"
1394685762222927874,2021-05-18 16:06:12,1,1,"This week, Welsh Secretary @Simonhartmp spoke in a virtual event hosted by the @IoH_Online where he focussed on the support available to the sector in Wales to build back better following the #COVID19 pandemic. https://t.co/OEeJTZpwIe"
1394680645289394177,2021-05-18 15:45:52,1,1,"Oes angen cefnogaeth ariannol arnoch? Cymerwch gip olwg ar ein Gwiriwr Budd-daliadau I weld pa gymorth ariannol a allai fod ar gael. 

Mae’r meini prawf cymhwysedd yn berthnasol. 

➡️ https://t.co/nqGG5PtIJW https://t.co/iM2nomPMzf"
1394680580990808068,2021-05-18 15:45:37,1,1,"Need financial support? Take a look at our Benefits Checker to see what financial support could be available. 

The eligibility criteria applies. 

➡️ https://t.co/wTDNMGIsFI https://t.co/BSaSax6q80"
1394639141187559428,2021-05-18 13:00:57,0,0,"Vaccines go through several stages of lab tests and clinical trials before they can be approved for use.

Mae brechlynnau'n mynd drwy sawl cam o brofion labordy a threialon clinigol cyn y gellir eu cymeradwyo i'w defnyddio.

More info: https://t.co/d5H3gFKHIV https://t.co/bQLXZu1ZjJ"
1394601259668279296,2021-05-18 10:30:25,0,0,"RYDYN NI’N CYFLOGI💼 

Mae swydd wedi agor i Olygydd Cyfryngau Cymdeithasol a Ddigidol i ymuno â’r tîm, naill ai yng Nghaerdydd neu Lundain. 

⏰ Dyddiad cau: Dydd  Mawrth 1 Mehefin

Mwy am y swydd yma⬇️ 
https://t.co/LKlxoopbAM https://t.co/Ucse0lPTxf"
1394601186347601921,2021-05-18 10:30:07,0,0,"WE’RE HIRING 💼 

A vacancy has opened for a Social Media and Digital Editor to join the team, either in Cardiff or London.

⏰ Closing date: Tuesday 1 June

More about the job here:  ⬇️ 
https://t.co/5RMD1f1BUJ https://t.co/7l8aYaxTg9"
1394574826933739521,2021-05-18 08:45:23,0,0,"Ydych chi’n awyddus i ddatblygu eich busnes a hybu elw?

Mae’r cynllun Rheoli #HelpIDyfu yn cael ei lansio ym mis Mehefin, gan ddarparu mentora un-i-un a hyfforddiant o’r radd flaenaf i arweinwyr busnesau bach a chanolig ledled y DU.

Cofrestrwch nawr: https://t.co/96E5WDUYvO https://t.co/gxi21VqKX2"
1394574745799114752,2021-05-18 08:45:04,0,0,"Want to grow your business and boost profits?

The #HelpToGrow Management scheme launches in June, providing 1-1 mentorship and world-class training for leaders of small and medium-sized businesses across the UK.

Register now: https://t.co/tu2ZOfLxis

#PlanForJobs https://t.co/AKcjJLlPR1"
1394303015415427073,2021-05-17 14:45:18,0,0,"Ymunwch â'r ymdrech i gefnogi pobl ifanc yng Nghymru i gael gwaith gyda #Kickstart. 

Gwnewch gais yma: https://t.co/tDwTBmA8p5 https://t.co/yqthnUnMxW"
1394302977960202246,2021-05-17 14:45:09,0,0,"Join the effort to support young people in Wales into employment with #Kickstart. 

Apply today at: https://t.co/ukh0WWLi0S https://t.co/VMhw3BVBRP"
1394253918658437127,2021-05-17 11:30:12,0,1,"Your question could be asked at a UK Government coronavirus press conference if it’s selected by an independent polling company ⬇️

Visit https://t.co/7no1kWgwFm to submit your question
Ewch i https://t.co/kIfbcXeuTh i ofyn eich cwestiwn https://t.co/PvQXLNXgII"
1394208690035728387,2021-05-17 08:30:29,0,0,"Ydych chi'n gyflogwr? Mae’r Cyfraddau Byw ac Isafswm Cyflog Cenedlaethol wedi cynyddu. 

Gwnewch yn siŵr eich bod chi’n talu gweithwyr yr hyn y mae ganddynt hawl gyfreithiol iddo ⬇️ 
https://t.co/XwiD3748F3

#CheckYourPay https://t.co/lpZdpGyHjY"
1394208630283587584,2021-05-17 08:30:15,0,0,"Are you an employer? National Living and Minimum Wage rates have gone up. 

Make sure you’re paying your employees what they're legally entitled to ⬇️ 
https://t.co/ufV7u6m5T2

#CheckYourPay https://t.co/qyGBG1JMJq"
1393944575325188098,2021-05-16 15:00:59,1,1,"Gyda  chwe mis i fynd tan #COP26, hoffwn gynnwys pawb yn y sgwrs am hinsawdd. 

Dyna pam y lansiwyd #TogetherForOurPlanet, i ddathlu gweithredu ar #climatechange o bob rhan o'r DU. 

Gwelir sut y gallwch gymryd rhan yma: https://t.co/Rrdtm66kzG https://t.co/I7Qml9ZdDH"
1393944528483143682,2021-05-16 15:00:48,0,0,"With just 6 months to go until #COP26, we want to involve everyone in the climate conversation 🌍 

That’s why #TogetherForOurPlanet was launched, to celebrate action on #climatechange from across the UK. 

See how you can get involved: https://t.co/9D96R40W13 https://t.co/PoAruACTZm"
1393899292323205121,2021-05-16 12:01:03,1,1,"With less than 50 days to go before the EU #SettlementScheme deadline, protect your family’s rights in the UK by applying to the EU #SettlementScheme by 30 June 2021. 

Apply now at: https://t.co/673giMZure https://t.co/GEALJg4tJo"
1393899245292376064,2021-05-16 12:00:52,1,0,"Gyda llai na 50 diwrnod tan ddyddiad cau  #Cynllun Preswylio'n Sefydlog i Ddinasyddion yr UE, ewch ati i ddiogelu hawliau eich teulu yn y DU drwy wneud cais i #Cynllun Preswylio'n Sefydlog i Ddinasyddion yr UE erbyn 30 Mehefin 2021

Gwnewch gais nawr yn: https://t.co/FpYrwtRyL0 https://t.co/gE083WBnNM"
1393854133828993026,2021-05-16 09:01:36,1,0,"This Mental Health Awareness week, it's okay not to feel okay as things reopen.

If you are in need of support, there is help available.

Share this graphic with family and friends.

#mentalhealthawarenessweek https://t.co/4A1BSeFgWL"
1393597255299571712,2021-05-15 16:00:52,0,0,"Ymunwch â'r ymdrech i gefnogi pobl ifanc yng Nghymru i gael gwaith gyda #Kickstart. 

Gwnewch gais yma: https://t.co/0jd7kElZO9 https://t.co/xRzl8qfnFC"
1393597197430792199,2021-05-15 16:00:38,0,0,"Join the effort to support young people in Wales into employment with #Kickstart. 

Apply today at: https://t.co/mPYIdliU5h https://t.co/FKoBVDvxdp"
1393567141459374080,2021-05-15 14:01:12,1,0,"Oes angen cefnogaeth ariannol arnoch? 

Rhowch gynnig ar ein Gwiriwr Budd-daliadau defnyddiol i weld beth y gallech wneud cais amdano. Mae'r meini prawf cymhwysedd yn berthnasol ⬇️ 

https://t.co/tqVeqrK86a https://t.co/uFuu4ACqCs"
1393567115035164673,2021-05-15 14:01:06,2,1,"Need financial support?

Try our handy Benefits Checker to see what you could apply for. The eligibility criteria applies ⬇️ 

https://t.co/1Yra2XCd3o https://t.co/bdgsjSHcTr"
1393522264830840832,2021-05-15 11:02:52,0,0,"Fel goroeswr o drais neu gamdriniaeth rhywiol, mae gennych hawl i gefnogoeth p'un a ydych yn rhoi gwybod am y drosedd ai peidio. Gallwch gael gafael ar wahanol fathau o gymorth yn dibynnu ar sut rydych chi'n teimlo.

Ewch i https://t.co/FN6Y1iuS5N am gefnogaeth.

#ItStillMatters https://t.co/1ndJmkASqO"
1393522260711985152,2021-05-15 11:02:52,0,0,"As a survivor of sexual violence or abuse, you’re entitled to support whether you report the crime or not. You can access different types of support depending on how you’re feeling.

Visit https://t.co/zJu7GxNysF to see the support on offer. 

#ItStillMatters https://t.co/hKsPSXBmqe"
1393483909338386433,2021-05-15 08:30:28,2,1,"Your question could be asked at a UK Government coronavirus press conference if it’s selected by an independent polling company ⬇️

Visit https://t.co/Pcdu7PIoN5 to submit your question
Ewch i https://t.co/7W1B2AEYNX i ofyn eich cwestiwn https://t.co/xSRpGAHAVo"
1393270384871546884,2021-05-14 18:22:00,6,4,"Welsh Secretary @Simonhartmp today visited @LlysyFranLake where he saw a series of renewable energy projects.

The attraction is helping Wales build back greener ahead of the #COP26 climate change conference which takes place in six months’ time⬇️

@DwrCymru #TogetherForOurPlanet https://t.co/lO36kex7kE"
1393250124332154880,2021-05-14 17:01:29,0,0,"Os ydych yn ddinesydd yr UE sy’n byw yn y DU (preswylydd yn y DU erbyn 31 Rhagfyr 2020), gwnewch gais i’r Cynllun Preswylio’n Sefydlog yr UE heddiw yn: https://t.co/Fe80X8oNbH https://t.co/p0XPQB20xL"
1393250078954070017,2021-05-14 17:01:18,0,0,"If you’re an EU citizen living in the UK (resident in the UK by 31 December 2020), apply to the EU #SettlementScheme today at: https://t.co/OqnQnO3loE https://t.co/FrwfbqJUmD"
